log_id,timestamp,username,source_ip,destination_host,status,auth_method
590,2025-09-03 17:02:00,rthomas,10.0.93.50,corp-server-01,FAILURE,MFA
591,2025-09-06 22:55:00,michaelhernandez,192.168.43.77,db-server-01,FAILURE,PASSWORD
592,2025-09-02 22:46:00,jenniferparrish,172.20.139.34,vpn-gateway,FAILURE,SSH
593,2025-09-06 10:37:00,calebward,10.163.14.216,db-server-01,FAILURE,PASSWORD
594,2025-09-01 13:43:00,lorihensley,172.21.43.217,corp-server-01,SUCCESS,SSH
595,2025-09-05 12:43:00,ymendez,10.84.95.184,corp-server-02,SUCCESS,MFA
596,2025-09-03 11:35:00,lindajones,172.24.194.84,vpn-gateway,FAILURE,SSH
597,2025-09-05 22:54:00,fwashington,10.162.43.15,db-server-01,FAILURE,SSH
598,2025-09-05 04:52:00,janice30,192.168.73.152,corp-server-01,FAILURE,MFA
599,2025-09-01 00:59:00,scotttravis,10.10.28.118,db-server-01,SUCCESS,PASSWORD
600,2025-09-04 11:31:00,ricescott,192.168.15.134,corp-server-02,FAILURE,MFA
601,2025-09-02 02:31:00,lauren26,192.168.92.133,corp-server-02,FAILURE,PASSWORD
602,2025-09-06 13:06:00,vanessa59,172.24.71.199,corp-server-02,FAILURE,PASSWORD
603,2025-09-06 12:06:00,charlesmorrison,192.168.164.111,vpn-gateway,FAILURE,MFA
604,2025-09-03 12:05:00,lukeray,10.189.143.231,db-server-01,SUCCESS,MFA
605,2025-09-07 12:23:00,kgarcia,10.88.149.215,db-server-01,SUCCESS,SSH
606,2025-09-06 20:54:00,hayleyyoung,10.36.210.174,corp-server-01,SUCCESS,SSH
607,2025-09-02 22:46:00,marksnyder,172.30.42.246,db-server-01,SUCCESS,SSH
608,2025-09-03 20:58:00,martinwilcox,10.229.230.222,vpn-gateway,SUCCESS,SSH
609,2025-09-03 04:32:00,sandragriffin,10.4.230.114,vpn-gateway,SUCCESS,SSH
610,2025-09-03 05:18:00,lauren60,10.129.89.57,corp-server-01,FAILURE,MFA
611,2025-09-04 06:55:00,ugood,172.21.51.140,db-server-01,SUCCESS,MFA
612,2025-09-06 22:19:00,george06,192.168.244.122,corp-server-02,SUCCESS,SSH
613,2025-09-02 03:48:00,alex86,10.151.40.83,corp-server-01,SUCCESS,SSH
614,2025-09-05 09:16:00,christopherperry,172.21.75.187,corp-server-02,FAILURE,MFA
615,2025-09-05 16:51:00,nicole18,192.168.39.122,vpn-gateway,SUCCESS,PASSWORD
616,2025-09-07 03:26:00,mmonroe,192.168.0.217,corp-server-01,SUCCESS,PASSWORD
617,2025-09-02 23:17:00,ucrawford,172.31.187.127,vpn-gateway,FAILURE,SSH
618,2025-09-02 17:21:00,karen78,172.29.23.110,corp-server-02,FAILURE,PASSWORD
619,2025-09-05 22:05:00,kimwilliamson,10.113.207.124,corp-server-01,FAILURE,SSH
620,2025-09-01 09:53:00,curtisdavid,192.168.213.209,corp-server-02,FAILURE,MFA
621,2025-09-01 08:33:00,brollins,172.29.26.34,corp-server-01,SUCCESS,PASSWORD
622,2025-09-04 18:29:00,gabriellemclaughlin,172.26.85.12,vpn-gateway,SUCCESS,SSH
623,2025-09-04 20:57:00,cynthiaavery,172.19.135.237,vpn-gateway,FAILURE,SSH
624,2025-09-06 05:37:00,fsnyder,10.81.194.130,db-server-01,SUCCESS,PASSWORD
625,2025-09-05 15:35:00,gsanchez,10.238.47.149,corp-server-02,SUCCESS,MFA
626,2025-09-06 13:47:00,ghawkins,172.22.28.52,corp-server-02,SUCCESS,SSH
627,2025-09-07 19:51:00,jessica37,172.18.4.178,db-server-01,FAILURE,SSH
628,2025-09-03 13:00:00,wowen,10.111.171.167,corp-server-02,FAILURE,MFA
629,2025-09-02 03:25:00,pamelabond,172.25.50.164,db-server-01,SUCCESS,MFA
630,2025-09-07 08:46:00,jessemartinez,172.20.237.127,vpn-gateway,SUCCESS,SSH
631,2025-09-04 15:46:00,karensnyder,172.27.196.142,db-server-01,SUCCESS,MFA
632,2025-09-04 02:24:00,qjones,192.168.205.137,corp-server-01,SUCCESS,SSH
633,2025-09-02 10:11:00,martinevelyn,10.141.180.199,corp-server-01,SUCCESS,SSH
634,2025-09-05 09:49:00,sharonfleming,172.29.48.99,db-server-01,SUCCESS,MFA
635,2025-09-03 04:02:00,cperez,10.29.246.185,corp-server-02,SUCCESS,SSH
636,2025-09-03 02:43:00,baldwinsteven,172.29.124.43,db-server-01,FAILURE,SSH
637,2025-09-02 17:27:00,kevin01,172.18.19.78,db-server-01,FAILURE,SSH
638,2025-09-07 07:10:00,kimberlyparker,192.168.236.133,corp-server-02,FAILURE,SSH
639,2025-09-01 01:19:00,sherylklein,172.18.84.110,vpn-gateway,SUCCESS,SSH
640,2025-09-04 19:57:00,margaretmiller,172.17.35.221,vpn-gateway,FAILURE,PASSWORD
641,2025-09-04 23:30:00,juan21,192.168.163.91,corp-server-01,SUCCESS,MFA
642,2025-09-03 15:37:00,roblesjill,172.28.47.136,vpn-gateway,FAILURE,MFA
643,2025-09-03 05:27:00,gomezronald,172.29.247.39,corp-server-01,SUCCESS,MFA
644,2025-09-05 10:41:00,tallen,192.168.3.154,corp-server-02,FAILURE,PASSWORD
645,2025-09-03 14:34:00,houstondarren,172.21.252.122,db-server-01,SUCCESS,SSH
646,2025-09-05 02:40:00,ericacampbell,192.168.59.120,db-server-01,FAILURE,SSH
647,2025-09-01 01:17:00,janderson,192.168.222.72,corp-server-02,SUCCESS,MFA
648,2025-09-05 08:22:00,veronica12,192.168.156.255,db-server-01,SUCCESS,PASSWORD
649,2025-09-07 03:27:00,maldonadojoseph,10.75.143.29,db-server-01,SUCCESS,SSH
650,2025-09-03 17:52:00,kristinsingh,192.168.0.39,corp-server-01,SUCCESS,MFA
651,2025-09-05 11:23:00,astewart,192.168.32.80,corp-server-01,FAILURE,SSH
652,2025-09-05 19:11:00,weberdennis,10.207.84.218,corp-server-02,FAILURE,MFA
653,2025-09-04 10:40:00,floreshannah,10.40.68.27,corp-server-01,SUCCESS,MFA
654,2025-09-04 02:52:00,nancypowell,172.27.100.212,db-server-01,SUCCESS,MFA
655,2025-09-06 02:37:00,anthonywoods,10.224.118.147,corp-server-02,SUCCESS,SSH
656,2025-09-01 01:09:00,clarkchristian,172.17.44.23,corp-server-02,FAILURE,SSH
657,2025-09-05 11:27:00,gregory63,172.19.183.217,corp-server-01,FAILURE,PASSWORD
658,2025-09-01 15:53:00,guerrerocarrie,172.28.35.209,db-server-01,SUCCESS,MFA
659,2025-09-02 09:31:00,tlewis,192.168.166.182,corp-server-01,FAILURE,MFA
660,2025-09-02 02:57:00,carrollvictoria,10.158.54.101,corp-server-01,FAILURE,PASSWORD
661,2025-09-06 14:05:00,staylor,10.106.9.211,vpn-gateway,SUCCESS,MFA
662,2025-09-01 08:08:00,kclements,192.168.112.18,vpn-gateway,SUCCESS,SSH
663,2025-09-01 04:09:00,michael59,192.168.85.123,corp-server-02,FAILURE,MFA
664,2025-09-07 18:37:00,robert61,192.168.139.112,corp-server-01,FAILURE,PASSWORD
665,2025-09-05 11:14:00,graykenneth,10.12.53.107,corp-server-02,SUCCESS,SSH
666,2025-09-07 09:35:00,allisondanielle,192.168.220.198,corp-server-02,FAILURE,MFA
667,2025-09-04 12:50:00,jclark,10.161.36.139,corp-server-02,SUCCESS,MFA
668,2025-09-06 23:04:00,hcook,10.99.1.165,db-server-01,FAILURE,MFA
669,2025-09-02 05:55:00,reyesnorma,172.28.195.72,db-server-01,SUCCESS,SSH
670,2025-09-07 15:59:00,shawnli,10.1.132.174,corp-server-01,SUCCESS,PASSWORD
671,2025-09-06 23:04:00,christine90,192.168.169.28,corp-server-02,SUCCESS,MFA
672,2025-09-05 06:31:00,clayton15,10.214.156.103,corp-server-01,SUCCESS,SSH
673,2025-09-02 13:23:00,dudleykristi,10.242.63.165,db-server-01,SUCCESS,SSH
674,2025-09-03 02:49:00,hwilliams,192.168.184.57,db-server-01,SUCCESS,MFA
675,2025-09-07 03:39:00,hpeterson,10.171.44.157,corp-server-01,SUCCESS,PASSWORD
676,2025-09-02 21:57:00,baileyholly,10.211.231.176,corp-server-02,SUCCESS,SSH
677,2025-09-03 14:54:00,sherry20,192.168.30.227,db-server-01,FAILURE,PASSWORD
678,2025-09-07 08:59:00,krice,192.168.159.63,db-server-01,FAILURE,PASSWORD
679,2025-09-02 19:23:00,shelia97,192.168.46.118,corp-server-01,FAILURE,SSH
680,2025-09-04 02:01:00,bennettjeremy,10.224.162.128,vpn-gateway,FAILURE,PASSWORD
681,2025-09-03 06:34:00,andrewhanson,172.19.138.86,corp-server-02,SUCCESS,MFA
682,2025-09-02 05:15:00,nathan80,172.23.125.23,vpn-gateway,FAILURE,SSH
683,2025-09-06 01:49:00,zleonard,192.168.112.232,vpn-gateway,FAILURE,MFA
684,2025-09-02 13:31:00,alisoncole,172.19.201.25,vpn-gateway,FAILURE,PASSWORD
685,2025-09-06 09:13:00,elijah72,192.168.104.152,corp-server-01,SUCCESS,MFA
686,2025-09-01 16:01:00,danielboyd,10.19.218.201,db-server-01,SUCCESS,PASSWORD
687,2025-09-05 19:24:00,richardslindsey,192.168.141.248,vpn-gateway,SUCCESS,MFA
688,2025-09-06 22:36:00,brittanygonzales,10.16.233.178,corp-server-01,FAILURE,SSH
689,2025-09-07 09:16:00,brianromero,10.117.235.244,vpn-gateway,FAILURE,SSH
690,2025-09-02 10:04:00,shawlaura,172.18.53.157,vpn-gateway,FAILURE,SSH
691,2025-09-05 16:27:00,bchristian,192.168.153.116,vpn-gateway,FAILURE,MFA
692,2025-09-04 10:15:00,sjones,192.168.4.165,vpn-gateway,FAILURE,MFA
693,2025-09-07 05:01:00,hansonrhonda,10.114.33.30,vpn-gateway,FAILURE,MFA
694,2025-09-02 16:23:00,sampsonashley,172.22.193.66,vpn-gateway,FAILURE,MFA
695,2025-09-04 12:36:00,longelizabeth,192.168.235.148,db-server-01,FAILURE,MFA
696,2025-09-06 23:46:00,joshuarowland,192.168.214.124,corp-server-02,FAILURE,SSH
697,2025-09-05 17:49:00,kathleen20,10.28.31.16,db-server-01,FAILURE,SSH
698,2025-09-01 05:58:00,victor73,192.168.191.26,corp-server-01,FAILURE,PASSWORD
699,2025-09-02 02:13:00,walshmichael,10.5.80.214,vpn-gateway,SUCCESS,MFA
700,2025-09-04 08:15:00,nicholasfuentes,10.96.179.234,corp-server-02,SUCCESS,SSH
701,2025-09-03 08:25:00,pthomas,192.168.183.43,corp-server-02,SUCCESS,PASSWORD
702,2025-09-06 06:27:00,bmoody,192.168.9.205,corp-server-02,FAILURE,SSH
703,2025-09-07 22:01:00,nicholasnelson,192.168.43.7,corp-server-01,FAILURE,PASSWORD
704,2025-09-02 11:24:00,vazquezshari,10.25.223.228,db-server-01,FAILURE,MFA
705,2025-09-04 18:31:00,gomezkenneth,10.140.173.226,db-server-01,SUCCESS,SSH
706,2025-09-04 04:14:00,fbaker,10.14.31.204,db-server-01,FAILURE,MFA
707,2025-09-05 04:25:00,debra50,192.168.1.250,vpn-gateway,FAILURE,PASSWORD
708,2025-09-05 00:35:00,wmorris,10.247.21.249,db-server-01,SUCCESS,PASSWORD
709,2025-09-01 06:47:00,david64,192.168.208.184,corp-server-02,SUCCESS,MFA
710,2025-09-03 05:16:00,chadgarza,10.65.76.233,corp-server-02,FAILURE,MFA
711,2025-09-07 19:43:00,amay,10.67.232.94,db-server-01,FAILURE,PASSWORD
712,2025-09-03 22:22:00,ryan40,192.168.154.142,corp-server-01,SUCCESS,SSH
713,2025-09-02 08:48:00,annawilson,10.242.144.6,db-server-01,FAILURE,SSH
714,2025-09-04 21:09:00,kimberlyparker,10.79.97.77,db-server-01,FAILURE,MFA
715,2025-09-06 23:57:00,wwolfe,192.168.107.164,db-server-01,SUCCESS,MFA
716,2025-09-06 02:13:00,philip77,192.168.92.194,vpn-gateway,FAILURE,SSH
717,2025-09-07 16:05:00,evanschristopher,192.168.95.157,db-server-01,FAILURE,SSH
718,2025-09-04 05:16:00,qduarte,192.168.174.239,corp-server-02,FAILURE,MFA
719,2025-09-02 05:19:00,barmstrong,10.173.212.0,corp-server-02,FAILURE,SSH
720,2025-09-05 05:30:00,michaelmeza,192.168.59.66,corp-server-02,SUCCESS,SSH
721,2025-09-03 05:06:00,shanehardy,172.30.103.50,corp-server-02,SUCCESS,PASSWORD
722,2025-09-07 04:15:00,stacy71,192.168.157.166,db-server-01,FAILURE,SSH
723,2025-09-06 15:33:00,ujones,172.19.91.116,db-server-01,SUCCESS,SSH
724,2025-09-02 10:20:00,yarias,10.33.172.152,corp-server-01,SUCCESS,MFA
725,2025-09-07 16:17:00,yallen,172.21.92.22,vpn-gateway,SUCCESS,PASSWORD
726,2025-09-03 19:56:00,christopher48,192.168.135.42,vpn-gateway,FAILURE,PASSWORD
727,2025-09-05 08:07:00,silvaanthony,10.33.141.211,vpn-gateway,SUCCESS,PASSWORD
728,2025-09-03 07:09:00,timwilliams,172.27.212.16,db-server-01,FAILURE,PASSWORD
729,2025-09-07 05:23:00,hansondylan,192.168.156.107,corp-server-01,FAILURE,SSH
730,2025-09-01 22:59:00,qgraham,10.176.205.244,db-server-01,SUCCESS,SSH
731,2025-09-06 01:17:00,tomrobinson,10.135.213.170,db-server-01,SUCCESS,MFA
732,2025-09-05 11:10:00,irodriguez,10.3.30.243,corp-server-02,SUCCESS,MFA
733,2025-09-02 23:38:00,bradley08,172.28.70.235,corp-server-02,FAILURE,PASSWORD
734,2025-09-07 13:22:00,fthornton,172.19.108.138,corp-server-01,SUCCESS,PASSWORD
735,2025-09-01 22:10:00,fuentesshane,172.20.94.98,corp-server-02,FAILURE,SSH
736,2025-09-03 11:10:00,tyronejohnson,172.25.127.238,db-server-01,SUCCESS,PASSWORD
737,2025-09-02 00:19:00,sjones,192.168.218.26,corp-server-01,SUCCESS,MFA
738,2025-09-01 02:15:00,alexismoon,172.30.89.114,vpn-gateway,FAILURE,PASSWORD
739,2025-09-04 02:30:00,jeremiah45,192.168.167.125,db-server-01,FAILURE,PASSWORD
740,2025-09-02 03:13:00,tiffany18,172.26.52.83,db-server-01,SUCCESS,SSH
741,2025-09-03 22:19:00,levykristin,192.168.128.172,corp-server-01,SUCCESS,SSH
742,2025-09-05 05:34:00,floresmichael,172.17.119.199,db-server-01,SUCCESS,SSH
743,2025-09-05 06:11:00,hardymark,192.168.112.226,vpn-gateway,FAILURE,MFA
744,2025-09-06 19:17:00,obrienkelly,172.28.44.227,vpn-gateway,FAILURE,PASSWORD
745,2025-09-04 06:07:00,debra59,192.168.227.65,db-server-01,SUCCESS,MFA
746,2025-09-01 04:56:00,opearson,172.20.131.221,corp-server-01,SUCCESS,SSH
747,2025-09-07 20:37:00,markbrown,192.168.26.140,corp-server-02,FAILURE,MFA
748,2025-09-03 18:51:00,timothyprice,192.168.147.56,vpn-gateway,FAILURE,PASSWORD
749,2025-09-01 19:33:00,ljensen,10.18.44.184,db-server-01,FAILURE,MFA
750,2025-09-01 10:19:00,rmacdonald,192.168.149.46,corp-server-01,FAILURE,MFA
751,2025-09-01 23:52:00,michael12,192.168.144.167,corp-server-01,SUCCESS,MFA
752,2025-09-03 13:26:00,swilliams,172.25.64.115,corp-server-02,FAILURE,PASSWORD
753,2025-09-06 02:05:00,lori37,172.22.186.49,vpn-gateway,FAILURE,PASSWORD
754,2025-09-06 00:11:00,ucarey,192.168.40.93,db-server-01,FAILURE,MFA
755,2025-09-06 22:06:00,jrussell,172.27.118.192,db-server-01,FAILURE,MFA
756,2025-09-03 20:12:00,ualvarado,10.165.207.214,corp-server-02,FAILURE,PASSWORD
757,2025-09-05 19:40:00,newing,172.31.104.84,db-server-01,SUCCESS,MFA
758,2025-09-01 05:29:00,rachelzimmerman,172.27.118.79,corp-server-01,SUCCESS,MFA
759,2025-09-05 12:15:00,thomastimothy,10.73.36.248,vpn-gateway,FAILURE,SSH
760,2025-09-05 08:16:00,courtneykim,172.24.239.176,vpn-gateway,FAILURE,SSH
761,2025-09-04 23:46:00,waltonrodney,192.168.162.241,corp-server-01,FAILURE,SSH
762,2025-09-04 07:53:00,eric55,172.26.67.140,vpn-gateway,SUCCESS,PASSWORD
763,2025-09-02 15:47:00,sdavis,192.168.0.25,db-server-01,SUCCESS,MFA
764,2025-09-01 07:34:00,tmorris,10.112.38.85,corp-server-02,FAILURE,PASSWORD
765,2025-09-04 04:57:00,norrisangela,172.21.176.22,corp-server-01,SUCCESS,PASSWORD
766,2025-09-02 00:46:00,hwilliams,10.109.232.11,corp-server-01,FAILURE,SSH
767,2025-09-03 21:44:00,erica74,192.168.130.253,vpn-gateway,FAILURE,MFA
768,2025-09-02 02:06:00,jenniferwhite,172.30.45.197,vpn-gateway,FAILURE,MFA
769,2025-09-06 12:10:00,huntersara,172.26.55.76,db-server-01,SUCCESS,PASSWORD
770,2025-09-03 02:41:00,anngilmore,10.186.87.214,vpn-gateway,FAILURE,PASSWORD
771,2025-09-04 02:22:00,cross,192.168.87.133,vpn-gateway,SUCCESS,PASSWORD
772,2025-09-04 09:55:00,pateldennis,172.17.241.121,corp-server-02,FAILURE,PASSWORD
773,2025-09-03 17:54:00,barryemily,10.116.254.255,vpn-gateway,SUCCESS,SSH
774,2025-09-01 04:23:00,christine43,192.168.233.168,vpn-gateway,SUCCESS,PASSWORD
775,2025-09-04 23:07:00,james40,172.28.193.220,corp-server-01,SUCCESS,PASSWORD
776,2025-09-02 22:38:00,samuelduarte,192.168.221.9,vpn-gateway,SUCCESS,PASSWORD
777,2025-09-02 15:39:00,darrenharris,192.168.213.65,db-server-01,FAILURE,SSH
778,2025-09-02 13:58:00,kenneth42,10.231.10.202,vpn-gateway,SUCCESS,SSH
779,2025-09-07 12:07:00,cruzcharles,10.78.182.230,vpn-gateway,FAILURE,MFA
780,2025-09-06 14:39:00,zgallegos,10.29.54.135,db-server-01,SUCCESS,SSH
781,2025-09-07 20:04:00,amberriley,192.168.71.128,db-server-01,FAILURE,MFA
782,2025-09-02 00:21:00,gallowaygreg,192.168.100.134,db-server-01,SUCCESS,MFA
783,2025-09-04 14:07:00,dominiquerodriguez,172.29.191.135,db-server-01,FAILURE,PASSWORD
784,2025-09-02 06:56:00,pterrell,192.168.222.191,corp-server-02,FAILURE,SSH
785,2025-09-03 04:01:00,georgebryant,192.168.242.88,corp-server-01,FAILURE,SSH
786,2025-09-03 13:52:00,robin63,10.191.117.56,db-server-01,SUCCESS,PASSWORD
787,2025-09-07 11:55:00,matthew08,172.17.195.197,db-server-01,FAILURE,PASSWORD
788,2025-09-05 14:15:00,pwyatt,172.26.114.20,corp-server-01,SUCCESS,PASSWORD
789,2025-09-05 03:13:00,kimberlydiaz,192.168.124.122,vpn-gateway,SUCCESS,SSH
790,2025-09-06 14:58:00,alexander35,10.38.207.108,db-server-01,FAILURE,MFA
791,2025-09-04 20:59:00,jackiehumphrey,192.168.194.55,corp-server-01,FAILURE,PASSWORD
792,2025-09-07 20:23:00,mark42,10.78.82.87,corp-server-01,SUCCESS,MFA
793,2025-09-03 15:05:00,xgarcia,10.112.33.196,db-server-01,FAILURE,MFA
794,2025-09-05 14:00:00,ksmith,192.168.90.218,vpn-gateway,FAILURE,MFA
795,2025-09-05 11:02:00,tyler54,10.84.4.48,db-server-01,SUCCESS,PASSWORD
796,2025-09-03 17:20:00,stevengriffin,10.166.4.61,vpn-gateway,FAILURE,MFA
797,2025-09-06 21:08:00,james57,10.220.31.153,vpn-gateway,SUCCESS,PASSWORD
798,2025-09-02 15:42:00,tapiaadam,192.168.151.139,db-server-01,FAILURE,PASSWORD
799,2025-09-07 12:33:00,udavis,172.28.10.206,corp-server-01,SUCCESS,MFA
800,2025-09-04 06:32:00,uharris,10.255.88.206,vpn-gateway,FAILURE,MFA
801,2025-09-01 13:26:00,andreablackwell,172.26.118.156,db-server-01,FAILURE,PASSWORD
802,2025-09-04 07:58:00,brendagriffin,172.16.249.145,vpn-gateway,SUCCESS,PASSWORD
803,2025-09-05 10:38:00,howejennifer,10.222.104.75,corp-server-02,FAILURE,SSH
804,2025-09-02 07:23:00,diamondhall,172.18.85.114,vpn-gateway,SUCCESS,SSH
805,2025-09-02 06:18:00,wburgess,10.201.8.41,corp-server-02,SUCCESS,MFA
806,2025-09-07 12:33:00,peterskenneth,192.168.81.15,vpn-gateway,SUCCESS,PASSWORD
807,2025-09-02 15:00:00,yshepherd,172.28.214.42,corp-server-01,FAILURE,MFA
808,2025-09-05 04:04:00,cookeshawn,192.168.171.216,corp-server-01,FAILURE,MFA
809,2025-09-03 03:58:00,sharrison,172.24.229.193,db-server-01,SUCCESS,MFA
810,2025-09-05 09:47:00,shelly31,192.168.14.209,corp-server-01,FAILURE,SSH
811,2025-09-05 01:35:00,davidsmith,192.168.145.130,corp-server-02,SUCCESS,MFA
812,2025-09-01 05:19:00,veronica42,172.22.98.200,db-server-01,SUCCESS,SSH
813,2025-09-03 09:17:00,lindafernandez,172.24.220.161,db-server-01,SUCCESS,SSH
814,2025-09-01 16:48:00,xstewart,10.192.32.138,corp-server-02,SUCCESS,SSH
815,2025-09-01 17:24:00,nicoleortega,10.99.252.238,vpn-gateway,SUCCESS,PASSWORD
816,2025-09-02 16:14:00,martinblake,172.21.163.86,db-server-01,SUCCESS,PASSWORD
817,2025-09-06 09:48:00,iramirez,172.18.251.104,db-server-01,FAILURE,SSH
818,2025-09-01 21:52:00,corywilkerson,172.23.95.77,corp-server-01,SUCCESS,SSH
819,2025-09-05 05:40:00,derrickfloyd,172.30.41.208,corp-server-01,SUCCESS,PASSWORD
820,2025-09-06 09:10:00,freemankristen,10.157.16.166,db-server-01,SUCCESS,PASSWORD
821,2025-09-01 21:07:00,kaylarobinson,192.168.57.251,corp-server-01,SUCCESS,PASSWORD
822,2025-09-03 12:50:00,blankenshiperica,10.240.160.26,vpn-gateway,SUCCESS,SSH
823,2025-09-06 11:54:00,susan14,172.27.46.86,corp-server-01,SUCCESS,PASSWORD
824,2025-09-05 23:43:00,micheal14,192.168.147.27,corp-server-02,FAILURE,PASSWORD
825,2025-09-02 04:54:00,suzannepetty,192.168.186.183,corp-server-01,FAILURE,MFA
826,2025-09-07 10:48:00,johnfuller,10.142.119.140,db-server-01,FAILURE,MFA
827,2025-09-07 13:51:00,jason69,172.21.192.248,corp-server-02,FAILURE,SSH
828,2025-09-01 09:06:00,imorgan,192.168.23.250,corp-server-01,SUCCESS,PASSWORD
829,2025-09-04 22:04:00,kathleenwilson,10.233.53.88,db-server-01,SUCCESS,SSH
830,2025-09-03 08:45:00,penarachael,10.103.124.217,corp-server-01,FAILURE,SSH
831,2025-09-07 20:34:00,harriscynthia,172.16.135.171,corp-server-02,SUCCESS,MFA
832,2025-09-03 12:22:00,justin97,10.155.102.66,db-server-01,FAILURE,PASSWORD
833,2025-09-01 04:24:00,jasonhuff,172.24.133.78,vpn-gateway,FAILURE,PASSWORD
834,2025-09-05 08:52:00,leepatricia,172.26.42.82,vpn-gateway,FAILURE,SSH
835,2025-09-05 07:01:00,umurphy,192.168.217.164,corp-server-02,SUCCESS,PASSWORD
836,2025-09-02 23:43:00,marietravis,192.168.48.175,vpn-gateway,SUCCESS,SSH
837,2025-09-03 03:01:00,james17,172.16.148.41,db-server-01,SUCCESS,MFA
838,2025-09-03 06:20:00,tmartin,172.25.34.36,vpn-gateway,FAILURE,PASSWORD
839,2025-09-02 05:20:00,mark45,192.168.170.247,vpn-gateway,FAILURE,PASSWORD
840,2025-09-02 20:13:00,april54,192.168.137.6,corp-server-02,FAILURE,PASSWORD
841,2025-09-05 00:30:00,james43,10.64.234.154,db-server-01,SUCCESS,MFA
842,2025-09-04 05:23:00,amanda26,192.168.31.223,corp-server-01,FAILURE,PASSWORD
843,2025-09-06 23:49:00,warnerhenry,10.81.184.77,vpn-gateway,SUCCESS,SSH
844,2025-09-05 05:03:00,fbaker,172.28.8.104,corp-server-02,SUCCESS,SSH
845,2025-09-06 12:36:00,iberry,192.168.3.12,corp-server-01,SUCCESS,PASSWORD
846,2025-09-06 11:56:00,thomaswilliam,172.23.61.26,corp-server-01,SUCCESS,PASSWORD
847,2025-09-04 22:50:00,duane21,10.175.254.49,vpn-gateway,FAILURE,MFA
848,2025-09-06 22:30:00,whitney88,192.168.148.29,db-server-01,FAILURE,PASSWORD
849,2025-09-01 18:33:00,savagejohn,172.27.158.26,corp-server-02,SUCCESS,SSH
850,2025-09-07 09:52:00,david89,10.9.225.34,db-server-01,SUCCESS,PASSWORD
851,2025-09-05 12:00:00,gmunoz,192.168.62.105,corp-server-02,SUCCESS,SSH
852,2025-09-05 05:44:00,anthonywright,192.168.193.212,corp-server-01,SUCCESS,PASSWORD
853,2025-09-05 14:06:00,kellypowell,172.16.139.207,corp-server-01,FAILURE,PASSWORD
854,2025-09-05 07:03:00,perezkathleen,192.168.155.46,corp-server-01,SUCCESS,MFA
855,2025-09-04 22:15:00,catherine93,192.168.34.28,vpn-gateway,FAILURE,PASSWORD
856,2025-09-04 05:24:00,jesse34,172.17.33.98,db-server-01,SUCCESS,MFA
857,2025-09-07 07:21:00,mevans,192.168.178.45,vpn-gateway,SUCCESS,PASSWORD
858,2025-09-01 16:11:00,rjacobson,172.29.209.37,vpn-gateway,FAILURE,SSH
859,2025-09-05 04:55:00,tparker,172.28.123.173,corp-server-02,FAILURE,SSH
860,2025-09-07 02:53:00,courtneymiller,172.30.132.39,corp-server-02,SUCCESS,PASSWORD
861,2025-09-02 20:37:00,brownstacy,172.25.131.144,corp-server-02,FAILURE,MFA
862,2025-09-07 02:49:00,ericgrant,172.19.242.75,vpn-gateway,FAILURE,MFA
863,2025-09-07 01:19:00,scott57,172.31.8.192,corp-server-01,FAILURE,MFA
864,2025-09-07 20:46:00,madisonbond,10.179.15.229,db-server-01,FAILURE,SSH
865,2025-09-03 22:23:00,franklindsey,192.168.191.225,db-server-01,FAILURE,MFA
866,2025-09-04 18:02:00,christopher00,172.17.255.100,corp-server-02,FAILURE,SSH
867,2025-09-01 09:26:00,james69,10.171.43.89,db-server-01,FAILURE,MFA
868,2025-09-05 18:23:00,gordonkenneth,10.82.118.255,corp-server-02,SUCCESS,PASSWORD
869,2025-09-05 03:32:00,johnsmegan,172.26.191.23,db-server-01,FAILURE,PASSWORD
870,2025-09-02 16:56:00,mirandascott,172.23.93.46,db-server-01,SUCCESS,PASSWORD
871,2025-09-05 16:41:00,josemiller,10.41.218.129,corp-server-02,FAILURE,SSH
872,2025-09-01 18:51:00,eric89,172.20.68.149,corp-server-01,SUCCESS,PASSWORD
873,2025-09-01 16:55:00,scarpenter,10.44.201.24,vpn-gateway,SUCCESS,MFA
874,2025-09-06 09:22:00,justingonzalez,172.31.195.24,vpn-gateway,FAILURE,MFA
875,2025-09-06 06:58:00,michaelmiller,192.168.233.89,corp-server-02,FAILURE,SSH
876,2025-09-06 13:43:00,bairdkeith,10.223.75.250,vpn-gateway,SUCCESS,MFA
877,2025-09-01 06:26:00,meghan66,192.168.134.250,corp-server-01,FAILURE,PASSWORD
878,2025-09-03 06:19:00,terrywalker,172.23.205.46,vpn-gateway,FAILURE,SSH
879,2025-09-01 14:29:00,srivas,10.229.123.78,vpn-gateway,FAILURE,SSH
880,2025-09-01 16:06:00,iblack,192.168.154.117,corp-server-02,FAILURE,MFA
881,2025-09-02 02:50:00,jimenezcynthia,192.168.254.140,vpn-gateway,FAILURE,SSH
882,2025-09-02 22:05:00,davidshea,10.228.85.200,vpn-gateway,FAILURE,SSH
883,2025-09-06 22:59:00,csnyder,192.168.146.135,vpn-gateway,FAILURE,PASSWORD
884,2025-09-04 14:17:00,hernandezchristopher,172.27.166.30,vpn-gateway,FAILURE,PASSWORD
885,2025-09-05 03:24:00,adkinsdaisy,172.19.225.28,corp-server-02,FAILURE,MFA
