log_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,action
619,2025-09-02 07:19:00,172.19.167.245,192.168.251.145,20529,22,UDP,DENY
620,2025-09-07 12:35:00,10.17.196.140,10.92.38.191,40438,3389,UDP,ALLOW
621,2025-09-05 19:40:00,192.168.233.130,10.176.66.119,43907,22,UDP,ALLOW
622,2025-09-07 12:26:00,192.168.13.199,10.81.71.208,41017,8080,UDP,ALLOW
623,2025-09-01 17:07:00,172.23.241.234,172.21.49.41,50391,8080,UDP,ALLOW
624,2025-09-06 03:39:00,192.168.186.51,192.168.197.110,55195,3389,TCP,ALLOW
625,2025-09-03 07:36:00,192.168.180.206,10.147.237.235,50183,8080,TCP,ALLOW
626,2025-09-05 09:14:00,172.19.8.137,10.62.156.192,30916,8080,UDP,ALLOW
627,2025-09-02 11:40:00,172.26.33.255,192.168.34.186,45765,22,UDP,DROP
628,2025-09-05 19:26:00,10.105.34.102,10.229.208.8,6468,8080,UDP,ALLOW
629,2025-09-03 09:19:00,192.168.39.32,10.8.1.77,32098,443,UDP,DROP
630,2025-09-02 00:56:00,10.133.243.105,192.168.111.135,46567,3389,UDP,DENY
631,2025-09-03 11:59:00,10.191.143.150,192.168.41.51,60198,80,TCP,ALLOW
632,2025-09-02 11:15:00,172.17.222.36,10.144.140.6,31801,8080,UDP,ALLOW
633,2025-09-01 23:29:00,172.29.239.191,172.19.180.126,34637,3389,UDP,ALLOW
634,2025-09-01 01:29:00,192.168.211.108,10.250.46.111,2627,8080,UDP,ALLOW
635,2025-09-01 16:04:00,10.210.87.218,192.168.166.39,7103,22,TCP,ALLOW
636,2025-09-05 22:06:00,10.234.227.113,10.69.75.86,38744,80,UDP,DROP
637,2025-09-01 12:18:00,172.17.6.100,10.58.45.154,44605,8080,UDP,ALLOW
638,2025-09-06 15:01:00,10.248.239.80,192.168.146.106,20814,80,TCP,DENY
639,2025-09-03 07:07:00,192.168.74.158,172.29.149.64,35765,80,UDP,DENY
640,2025-09-05 04:32:00,10.163.228.16,192.168.4.186,54408,22,TCP,DROP
641,2025-09-07 03:10:00,192.168.34.127,10.4.86.230,4621,443,TCP,ALLOW
642,2025-09-04 18:46:00,192.168.27.8,10.74.142.143,18586,443,TCP,DROP
643,2025-09-07 21:53:00,172.31.183.27,172.29.133.180,44593,443,UDP,ALLOW
644,2025-09-04 01:24:00,192.168.204.150,172.21.12.37,33287,443,UDP,DENY
645,2025-09-01 17:46:00,192.168.24.189,172.29.67.163,48182,8080,TCP,ALLOW
646,2025-09-06 15:04:00,172.21.35.104,10.95.84.203,36976,80,TCP,DROP
647,2025-09-03 01:11:00,10.59.53.143,172.28.119.178,52289,22,UDP,DENY
648,2025-09-03 06:26:00,172.21.175.180,10.38.41.17,27575,8080,UDP,DENY
649,2025-09-01 05:38:00,10.223.175.25,192.168.39.139,53991,8080,UDP,DENY
650,2025-09-06 17:57:00,172.17.128.4,172.18.162.170,30956,8080,TCP,DROP
651,2025-09-04 00:26:00,10.253.43.121,10.250.135.152,22207,443,TCP,DENY
652,2025-09-03 17:51:00,10.7.28.212,172.22.98.32,57844,443,TCP,DENY
653,2025-09-07 22:15:00,10.63.188.173,192.168.35.204,43126,80,UDP,DENY
654,2025-09-02 23:17:00,10.175.174.105,192.168.197.186,59660,22,TCP,DROP
655,2025-09-01 10:02:00,10.145.255.74,192.168.79.48,59260,8080,TCP,ALLOW
656,2025-09-04 14:48:00,10.128.103.29,10.176.110.241,49983,443,UDP,ALLOW
657,2025-09-04 22:35:00,10.71.247.218,10.238.22.228,27888,3389,UDP,ALLOW
658,2025-09-02 10:03:00,172.20.85.40,192.168.105.249,65425,443,UDP,DENY
659,2025-09-05 07:12:00,10.231.48.46,172.31.72.143,11572,8080,UDP,DROP
660,2025-09-05 22:21:00,172.18.0.208,10.225.229.191,19723,80,UDP,DENY
661,2025-09-07 14:00:00,172.25.239.227,192.168.48.84,6512,80,TCP,ALLOW
662,2025-09-01 13:57:00,172.29.246.163,192.168.98.140,32246,8080,UDP,ALLOW
663,2025-09-02 06:29:00,192.168.141.107,172.27.214.157,41936,80,TCP,DENY
664,2025-09-03 13:30:00,192.168.92.140,10.156.206.99,54129,3389,TCP,DROP
665,2025-09-07 07:52:00,192.168.246.251,192.168.92.132,20177,3389,UDP,DENY
666,2025-09-06 10:12:00,172.21.218.243,172.29.38.35,38121,8080,TCP,DENY
667,2025-09-01 20:01:00,192.168.113.85,192.168.76.52,59065,443,UDP,ALLOW
668,2025-09-06 11:41:00,10.71.242.29,192.168.108.209,33932,8080,UDP,ALLOW
669,2025-09-05 22:18:00,172.25.210.54,172.16.38.189,4961,22,TCP,DENY
670,2025-09-03 16:45:00,10.33.252.90,10.57.94.9,22196,22,TCP,DROP
671,2025-09-07 12:04:00,172.24.31.121,10.75.214.131,39316,443,TCP,ALLOW
672,2025-09-01 10:05:00,192.168.228.161,10.187.241.19,12741,22,UDP,DENY
673,2025-09-07 06:15:00,192.168.110.203,192.168.242.105,8519,3389,TCP,ALLOW
674,2025-09-02 08:27:00,172.19.224.233,192.168.15.85,54461,443,UDP,DENY
675,2025-09-06 13:15:00,172.28.135.157,172.19.102.255,25246,80,UDP,DROP
676,2025-09-03 11:44:00,10.98.171.124,192.168.141.81,27387,80,UDP,DENY
677,2025-09-02 13:12:00,172.31.240.95,10.182.166.225,50784,22,UDP,DENY
678,2025-09-07 05:08:00,10.15.56.230,192.168.96.42,52834,443,UDP,DROP
679,2025-09-02 05:23:00,10.132.174.9,172.24.10.41,60535,80,TCP,ALLOW
680,2025-09-01 08:20:00,192.168.208.162,172.16.78.129,23260,443,TCP,ALLOW
681,2025-09-03 19:55:00,10.197.40.8,172.20.23.26,5056,3389,TCP,DENY
682,2025-09-05 07:28:00,172.26.237.10,172.26.105.123,9189,3389,TCP,ALLOW
683,2025-09-04 14:58:00,192.168.60.191,10.137.129.254,49307,3389,UDP,ALLOW
684,2025-09-03 17:49:00,172.26.186.132,10.200.200.157,64292,80,TCP,DENY
685,2025-09-06 23:04:00,192.168.169.166,192.168.59.129,9085,443,UDP,DROP
686,2025-09-05 03:11:00,10.201.92.208,172.26.52.137,59084,8080,UDP,DENY
687,2025-09-02 08:19:00,172.19.112.163,192.168.171.230,21999,80,UDP,DENY
688,2025-09-02 22:45:00,172.30.132.249,192.168.196.90,4688,8080,TCP,ALLOW
689,2025-09-06 02:04:00,192.168.8.200,10.71.81.233,62836,8080,UDP,ALLOW
690,2025-09-03 21:19:00,172.27.64.38,10.152.225.110,49052,22,TCP,DENY
691,2025-09-03 15:39:00,10.77.101.96,10.246.216.215,1855,22,UDP,DROP
692,2025-09-03 11:39:00,10.58.246.241,192.168.188.167,32313,3389,TCP,DROP
693,2025-09-07 02:19:00,172.22.199.217,10.184.196.168,57919,443,UDP,DENY
694,2025-09-07 10:35:00,10.128.190.48,192.168.43.77,20141,22,TCP,DENY
695,2025-09-05 02:39:00,172.30.221.160,172.22.174.90,20847,80,TCP,ALLOW
696,2025-09-03 15:38:00,10.229.168.215,172.26.25.161,44751,443,UDP,DENY
697,2025-09-06 07:23:00,192.168.98.58,192.168.219.206,62076,443,TCP,DENY
698,2025-09-03 22:01:00,192.168.135.168,172.25.105.231,63967,3389,TCP,DROP
699,2025-09-07 08:27:00,172.29.216.174,10.52.88.64,55849,443,UDP,ALLOW
700,2025-09-03 13:47:00,192.168.172.1,10.132.229.121,57127,3389,UDP,DROP
701,2025-09-04 06:19:00,192.168.154.166,172.28.233.162,53914,3389,TCP,DENY
702,2025-09-05 05:44:00,172.16.128.13,10.50.19.144,3099,8080,TCP,DENY
703,2025-09-03 16:45:00,172.22.181.108,192.168.149.184,43857,3389,TCP,ALLOW
704,2025-09-04 20:41:00,10.57.249.203,10.240.59.74,24743,443,UDP,DROP
705,2025-09-05 03:58:00,10.115.133.93,172.17.125.179,47945,3389,UDP,ALLOW
706,2025-09-04 04:27:00,192.168.101.26,10.79.128.195,64342,22,TCP,DROP
707,2025-09-04 02:16:00,10.52.180.199,10.21.54.36,38873,443,UDP,DENY
708,2025-09-05 10:03:00,172.26.90.235,192.168.108.9,42358,80,UDP,DENY
709,2025-09-03 17:06:00,172.31.70.208,192.168.5.131,65206,80,UDP,DROP
710,2025-09-07 15:52:00,172.20.143.143,172.28.137.217,43339,80,UDP,DENY
711,2025-09-06 14:45:00,172.19.89.102,10.160.97.71,15154,443,TCP,DENY
712,2025-09-02 15:34:00,10.42.227.174,10.223.150.240,41819,80,TCP,DROP
713,2025-09-06 11:38:00,192.168.21.176,172.17.43.201,55779,8080,UDP,DROP
714,2025-09-02 19:02:00,192.168.184.159,10.18.40.222,15235,8080,UDP,DROP
715,2025-09-05 04:28:00,192.168.216.78,10.26.143.21,35202,8080,UDP,DENY
716,2025-09-01 15:10:00,172.16.115.74,192.168.72.233,59681,80,UDP,ALLOW
717,2025-09-03 14:39:00,172.31.25.186,10.227.72.79,32725,80,UDP,DROP
718,2025-09-03 13:29:00,172.30.2.248,192.168.73.174,6515,8080,UDP,ALLOW
719,2025-09-04 11:02:00,172.19.5.64,10.66.253.233,32174,8080,UDP,DENY
720,2025-09-05 15:14:00,172.26.68.110,172.16.81.114,45636,22,UDP,DROP
721,2025-09-07 14:00:00,192.168.158.44,192.168.190.116,9260,8080,UDP,ALLOW
722,2025-09-07 14:55:00,10.243.77.60,192.168.44.105,24319,22,TCP,DROP
723,2025-09-02 00:14:00,10.70.254.86,172.20.92.149,39668,3389,UDP,DROP
724,2025-09-04 13:33:00,192.168.100.253,192.168.244.102,18480,8080,TCP,ALLOW
725,2025-09-06 15:23:00,10.123.49.1,10.6.53.232,32316,8080,TCP,DROP
726,2025-09-03 11:24:00,10.221.122.98,10.170.83.127,10713,22,TCP,ALLOW
727,2025-09-02 00:18:00,192.168.95.189,172.28.227.106,28157,3389,TCP,ALLOW
728,2025-09-06 07:39:00,192.168.221.107,192.168.79.63,49463,443,TCP,DENY
729,2025-09-05 16:52:00,172.18.60.8,192.168.52.139,26937,443,UDP,DENY
730,2025-09-06 10:11:00,10.90.90.63,172.22.75.142,52740,443,TCP,DENY
731,2025-09-01 06:44:00,192.168.195.79,192.168.61.196,21521,3389,TCP,DROP
732,2025-09-05 04:00:00,192.168.39.106,172.23.110.251,44233,443,UDP,DENY
733,2025-09-07 04:31:00,172.21.11.124,172.20.58.120,55269,443,TCP,ALLOW
734,2025-09-02 05:41:00,192.168.65.10,10.73.24.171,15712,8080,TCP,DENY
735,2025-09-01 00:33:00,10.80.106.119,192.168.61.233,13110,8080,TCP,ALLOW
736,2025-09-03 04:01:00,192.168.150.156,172.21.148.125,51959,8080,TCP,ALLOW
737,2025-09-07 02:59:00,172.31.98.170,172.23.11.226,46408,3389,TCP,ALLOW
738,2025-09-06 04:26:00,10.212.127.119,10.70.67.157,23830,8080,UDP,DROP
739,2025-09-07 00:12:00,10.139.134.124,172.20.26.148,9739,3389,UDP,ALLOW
740,2025-09-07 08:01:00,172.21.227.183,172.18.200.33,45472,22,TCP,ALLOW
741,2025-09-02 07:31:00,172.20.91.70,172.24.113.76,64041,443,UDP,DROP
742,2025-09-05 14:25:00,172.31.17.79,192.168.21.252,39261,3389,TCP,DROP
743,2025-09-06 01:40:00,172.26.131.101,192.168.227.77,7008,3389,UDP,DROP
744,2025-09-04 16:27:00,172.27.137.56,10.158.119.211,5386,80,UDP,DENY
745,2025-09-06 21:25:00,172.24.150.9,10.116.36.151,56845,80,UDP,DENY
746,2025-09-06 08:55:00,10.22.71.236,10.197.169.196,40615,443,TCP,ALLOW
747,2025-09-01 05:03:00,192.168.52.64,10.2.33.149,56701,80,TCP,ALLOW
748,2025-09-07 17:17:00,10.172.45.41,10.125.198.51,30952,22,TCP,DENY
749,2025-09-03 15:28:00,192.168.193.185,10.141.200.134,49116,80,UDP,DROP
750,2025-09-01 04:37:00,172.22.31.223,10.182.240.74,24732,22,TCP,DROP
751,2025-09-01 06:59:00,172.17.147.43,172.29.93.71,19675,443,TCP,ALLOW
752,2025-09-05 14:19:00,10.41.63.62,10.110.29.74,7849,80,UDP,ALLOW
753,2025-09-02 09:06:00,10.220.211.13,172.28.45.97,58877,22,UDP,DENY
754,2025-09-07 19:13:00,172.31.128.23,172.23.189.227,37410,8080,UDP,ALLOW
755,2025-09-02 09:10:00,10.50.240.74,192.168.220.33,42939,3389,UDP,DROP
756,2025-09-07 16:32:00,172.20.126.218,10.61.147.251,5856,8080,TCP,ALLOW
757,2025-09-01 11:52:00,192.168.2.246,10.3.158.47,40057,3389,TCP,ALLOW
758,2025-09-07 20:36:00,172.25.52.29,10.244.56.183,5318,3389,UDP,DENY
759,2025-09-06 05:49:00,10.128.159.207,10.14.183.200,26046,3389,UDP,ALLOW
760,2025-09-04 13:31:00,172.27.248.226,192.168.217.99,9628,8080,UDP,DROP
761,2025-09-04 04:20:00,10.158.227.82,10.0.13.61,8406,8080,TCP,DENY
762,2025-09-07 15:05:00,172.20.81.35,192.168.67.80,64698,80,TCP,DENY
763,2025-09-02 03:07:00,192.168.120.93,172.22.215.8,11233,8080,UDP,DROP
764,2025-09-01 11:34:00,192.168.172.14,192.168.224.251,11314,443,TCP,ALLOW
765,2025-09-01 00:14:00,192.168.4.39,10.35.250.192,33546,8080,TCP,DROP
766,2025-09-02 23:39:00,10.137.64.28,172.30.253.60,2398,8080,UDP,DENY
767,2025-09-05 13:59:00,172.25.208.238,192.168.141.29,26199,80,UDP,DENY
768,2025-09-04 16:15:00,10.110.106.164,10.36.152.59,33438,3389,UDP,DENY
769,2025-09-07 19:53:00,192.168.152.169,10.248.215.58,17608,22,TCP,DENY
770,2025-09-07 14:46:00,172.22.23.163,10.101.179.212,33371,22,UDP,DENY
771,2025-09-07 00:57:00,192.168.73.228,10.228.151.104,8388,22,TCP,DENY
772,2025-09-01 05:38:00,192.168.242.173,192.168.253.131,47394,22,UDP,ALLOW
773,2025-09-01 13:38:00,10.158.129.242,192.168.249.2,47173,8080,UDP,DENY
774,2025-09-03 08:18:00,172.29.212.67,192.168.71.187,64619,80,TCP,ALLOW
775,2025-09-05 02:42:00,10.26.115.167,192.168.172.4,30914,3389,TCP,ALLOW
776,2025-09-01 16:25:00,172.31.36.210,10.97.34.179,28339,3389,TCP,DENY
777,2025-09-02 04:30:00,10.101.154.183,10.26.208.175,59862,3389,TCP,DENY
778,2025-09-07 10:06:00,192.168.0.130,172.20.176.175,6697,3389,TCP,DENY
779,2025-09-03 08:18:00,192.168.232.185,172.25.195.124,36698,443,TCP,DENY
780,2025-09-04 03:13:00,10.61.79.14,10.125.171.23,43321,80,UDP,DENY
781,2025-09-07 19:10:00,172.27.94.242,172.30.110.240,45723,22,UDP,DENY
782,2025-09-03 21:13:00,10.155.22.97,192.168.111.161,38002,22,TCP,DENY
783,2025-09-04 09:55:00,10.97.73.161,172.18.26.67,33337,8080,TCP,DENY
784,2025-09-04 03:17:00,172.19.26.92,172.26.211.18,7670,22,UDP,DROP
785,2025-09-02 05:44:00,10.191.246.76,172.26.180.216,23096,3389,UDP,DROP
786,2025-09-06 04:40:00,172.29.166.180,172.27.217.187,19805,80,TCP,ALLOW
787,2025-09-06 09:16:00,10.53.146.212,172.19.20.89,17472,3389,TCP,DROP
788,2025-09-02 13:36:00,172.25.91.230,172.22.207.38,35411,80,TCP,DENY
789,2025-09-07 02:45:00,172.17.136.200,172.18.210.243,10719,3389,UDP,DENY
790,2025-09-01 18:59:00,192.168.33.116,192.168.195.165,12371,80,TCP,ALLOW
791,2025-09-02 12:29:00,192.168.61.206,10.1.185.56,26527,80,TCP,ALLOW
792,2025-09-06 09:49:00,192.168.11.134,192.168.133.108,58185,8080,UDP,DROP
793,2025-09-07 12:13:00,10.141.226.152,172.29.105.134,16052,22,TCP,ALLOW
794,2025-09-02 09:44:00,10.246.102.59,172.22.146.93,40153,3389,TCP,ALLOW
795,2025-09-03 08:25:00,172.22.217.219,172.25.54.124,31610,22,UDP,DROP
796,2025-09-04 04:09:00,192.168.111.236,172.23.242.245,8795,80,UDP,DENY
797,2025-09-02 06:31:00,10.53.15.62,192.168.114.73,28404,8080,TCP,DENY
798,2025-09-04 09:12:00,172.21.16.166,192.168.103.114,19579,8080,UDP,ALLOW
799,2025-09-03 07:27:00,10.116.168.106,10.18.218.167,54924,8080,UDP,DENY
800,2025-09-01 03:21:00,192.168.226.225,192.168.71.17,26042,443,UDP,DROP
801,2025-09-07 01:40:00,172.20.252.212,10.182.221.243,41348,443,UDP,DROP
802,2025-09-04 15:22:00,172.31.33.217,172.22.154.17,49868,8080,UDP,DENY
803,2025-09-06 09:50:00,192.168.236.253,172.19.37.151,36366,22,UDP,DROP
804,2025-09-03 02:58:00,192.168.218.158,172.28.36.117,46425,443,TCP,DROP
805,2025-09-06 10:49:00,192.168.26.215,192.168.131.252,37830,443,TCP,DROP
806,2025-09-05 06:06:00,172.31.77.175,10.242.137.58,50668,3389,UDP,DROP
807,2025-09-03 04:06:00,172.22.145.31,192.168.150.131,52762,80,TCP,DROP
808,2025-09-04 11:27:00,192.168.23.229,192.168.188.68,3812,22,UDP,DROP
809,2025-09-02 01:30:00,10.130.203.107,192.168.11.232,64179,8080,UDP,DROP
810,2025-09-05 11:01:00,10.110.246.156,172.19.50.142,28864,22,TCP,DENY
811,2025-09-05 10:35:00,10.241.108.80,10.45.144.144,31950,22,TCP,ALLOW
812,2025-09-01 23:39:00,10.238.0.95,172.22.228.227,34108,8080,UDP,DENY
813,2025-09-04 05:48:00,172.24.157.148,172.16.194.236,22392,443,TCP,DENY
814,2025-09-04 15:38:00,192.168.144.125,10.43.105.120,25824,443,TCP,DENY
815,2025-09-06 02:23:00,10.119.247.106,10.151.221.204,46474,8080,UDP,ALLOW
816,2025-09-01 07:06:00,10.188.227.239,192.168.234.66,12763,443,UDP,ALLOW
817,2025-09-05 06:23:00,10.109.213.69,10.237.178.215,48631,443,TCP,DENY
818,2025-09-06 18:18:00,10.69.67.44,172.25.71.196,42469,80,UDP,DROP
819,2025-09-02 17:48:00,10.211.183.232,192.168.107.252,59390,3389,TCP,ALLOW
820,2025-09-05 07:35:00,10.250.177.202,192.168.127.167,22731,8080,UDP,ALLOW
821,2025-09-03 03:47:00,10.29.183.253,192.168.7.66,18852,443,TCP,DENY
822,2025-09-04 18:32:00,192.168.143.147,10.220.49.88,55518,3389,TCP,DROP
823,2025-09-04 10:32:00,10.250.219.42,172.24.205.192,39468,3389,UDP,DENY
824,2025-09-05 17:12:00,172.28.255.244,192.168.180.178,29074,3389,TCP,DROP
825,2025-09-03 17:56:00,192.168.112.145,172.19.161.13,36730,443,TCP,DROP
826,2025-09-04 15:13:00,192.168.173.191,10.96.154.182,53814,443,TCP,DENY
827,2025-09-01 08:48:00,10.171.186.11,192.168.83.101,50480,443,TCP,ALLOW
828,2025-09-03 11:06:00,192.168.131.229,10.146.203.100,49544,3389,TCP,DENY
829,2025-09-03 04:59:00,10.183.255.230,192.168.85.192,49155,22,TCP,DENY
830,2025-09-05 05:39:00,10.212.183.60,172.31.255.18,23207,8080,TCP,ALLOW
831,2025-09-04 20:02:00,192.168.50.78,172.24.34.62,23475,80,UDP,DROP
832,2025-09-02 12:41:00,192.168.79.57,172.21.211.88,9394,80,TCP,ALLOW
833,2025-09-02 21:20:00,192.168.120.79,192.168.46.141,23141,3389,UDP,DROP
834,2025-09-07 11:12:00,172.23.154.44,192.168.164.197,13755,3389,TCP,DROP
835,2025-09-07 18:16:00,172.22.137.53,172.31.154.200,49162,443,UDP,DROP
836,2025-09-02 12:52:00,172.17.225.163,172.28.111.174,52266,3389,UDP,DROP
837,2025-09-01 23:13:00,192.168.24.192,172.18.177.208,10582,443,TCP,DENY
838,2025-09-06 15:08:00,172.28.6.131,172.31.57.21,32052,8080,UDP,DENY
839,2025-09-06 15:27:00,192.168.162.207,192.168.167.83,40704,443,UDP,ALLOW
840,2025-09-03 23:44:00,10.225.179.222,192.168.74.228,18434,22,TCP,ALLOW
841,2025-09-06 05:36:00,192.168.85.72,172.30.170.132,51706,80,UDP,ALLOW
842,2025-09-07 06:03:00,172.29.54.227,192.168.55.172,58682,8080,TCP,DROP
843,2025-09-03 01:48:00,10.177.69.10,192.168.191.205,44075,443,UDP,DROP
844,2025-09-07 02:56:00,10.48.154.184,172.29.60.188,57565,8080,UDP,DROP
845,2025-09-03 14:40:00,192.168.222.249,172.30.218.242,2627,80,TCP,DENY
846,2025-09-03 12:51:00,172.25.128.161,10.90.206.227,53902,22,UDP,DENY
847,2025-09-06 19:50:00,10.160.1.114,10.193.91.68,60180,443,UDP,DROP
848,2025-09-03 17:51:00,10.104.161.40,10.209.159.218,1247,3389,UDP,DROP
849,2025-09-06 20:21:00,192.168.57.47,172.30.127.154,32268,22,TCP,ALLOW
850,2025-09-06 19:35:00,10.210.49.121,172.22.78.50,40286,8080,TCP,DROP
851,2025-09-02 07:07:00,10.69.214.234,192.168.117.129,28825,3389,UDP,DROP
852,2025-09-03 13:24:00,172.24.79.192,10.109.76.192,12163,22,TCP,ALLOW
853,2025-09-02 21:22:00,10.165.136.174,172.16.173.168,32385,3389,UDP,DENY
854,2025-09-02 16:54:00,172.16.216.212,172.26.5.147,21760,80,TCP,DROP
855,2025-09-02 04:43:00,10.101.246.130,10.173.117.27,34249,3389,UDP,DENY
856,2025-09-04 09:06:00,172.22.164.171,10.196.10.217,62890,443,UDP,ALLOW
857,2025-09-04 15:00:00,172.23.133.207,172.19.79.135,46335,22,UDP,DENY
858,2025-09-02 09:02:00,192.168.31.184,192.168.148.237,7164,443,TCP,ALLOW
859,2025-09-01 05:20:00,172.20.65.52,10.39.41.223,54452,8080,UDP,DROP
860,2025-09-05 19:51:00,10.151.123.189,192.168.12.249,59554,443,TCP,ALLOW
861,2025-09-04 21:22:00,172.30.1.248,10.176.54.210,5837,443,TCP,DROP
862,2025-09-06 08:12:00,10.237.157.147,10.99.236.58,61762,3389,UDP,DENY
863,2025-09-04 19:28:00,172.19.65.61,172.18.219.154,31244,8080,TCP,DROP
864,2025-09-06 02:04:00,172.17.174.255,172.29.82.27,60859,8080,TCP,DENY
865,2025-09-03 00:00:00,10.6.179.166,172.19.9.250,29556,443,UDP,DROP
866,2025-09-01 17:19:00,10.168.251.22,172.23.70.150,59048,3389,TCP,DENY
867,2025-09-02 15:07:00,10.156.63.217,10.224.67.244,62902,3389,TCP,DROP
868,2025-09-02 12:49:00,10.181.30.133,172.29.34.91,61373,8080,TCP,DROP
869,2025-09-01 01:05:00,10.31.159.145,192.168.255.88,1549,3389,UDP,DENY
870,2025-09-03 03:12:00,192.168.64.141,192.168.22.175,2406,80,TCP,DROP
871,2025-09-06 01:54:00,172.23.82.101,192.168.5.109,39080,8080,UDP,DROP
872,2025-09-04 15:45:00,10.174.163.98,192.168.82.253,37585,443,UDP,ALLOW
873,2025-09-04 01:23:00,172.27.99.130,192.168.105.135,43310,80,UDP,ALLOW
874,2025-09-06 17:52:00,192.168.219.23,192.168.54.122,55796,3389,TCP,DENY
875,2025-09-02 22:58:00,192.168.48.209,172.19.191.20,19853,80,UDP,DROP
876,2025-09-02 01:18:00,10.8.191.232,172.25.182.150,32464,80,TCP,ALLOW
877,2025-09-05 20:38:00,10.228.160.15,10.140.76.254,4135,80,TCP,DENY
878,2025-09-01 11:33:00,10.182.77.10,10.24.57.177,29690,8080,UDP,DENY
879,2025-09-02 09:39:00,192.168.235.169,192.168.80.37,33586,8080,TCP,DROP
880,2025-09-06 10:57:00,10.84.147.247,172.31.23.135,39566,8080,TCP,DROP
881,2025-09-07 02:02:00,192.168.75.247,192.168.241.51,8626,443,TCP,DROP
882,2025-09-07 18:59:00,10.238.47.144,172.20.80.128,61474,80,TCP,DENY
883,2025-09-02 13:07:00,172.20.246.68,172.18.206.144,50841,22,UDP,DENY
884,2025-09-05 12:10:00,10.46.36.8,172.20.61.31,29985,443,UDP,ALLOW
885,2025-09-02 04:40:00,192.168.100.68,192.168.92.64,6419,22,TCP,DROP
886,2025-09-02 00:57:00,192.168.210.193,10.198.146.114,20824,80,UDP,DROP
887,2025-09-06 07:03:00,172.24.139.134,172.29.117.95,50648,8080,UDP,DROP
888,2025-09-03 15:47:00,10.202.232.208,192.168.136.181,45335,8080,UDP,DENY
889,2025-09-07 03:37:00,10.116.97.80,192.168.21.40,11601,22,TCP,DENY
890,2025-09-02 01:02:00,10.138.242.31,10.114.27.211,3205,80,UDP,ALLOW
891,2025-09-03 15:47:00,192.168.141.96,192.168.95.9,17544,3389,TCP,DROP
892,2025-09-06 20:13:00,172.30.45.2,10.22.216.143,40994,8080,UDP,DENY
893,2025-09-06 04:57:00,172.23.232.48,10.246.226.74,64152,8080,UDP,DROP
894,2025-09-06 09:19:00,10.13.12.39,10.228.9.29,26656,443,TCP,DENY
895,2025-09-05 03:34:00,10.44.35.200,192.168.119.40,34206,3389,UDP,ALLOW
896,2025-09-04 07:49:00,192.168.183.177,10.54.9.163,55991,80,UDP,ALLOW
897,2025-09-02 04:46:00,10.66.138.213,172.29.187.117,15508,80,UDP,ALLOW
898,2025-09-06 16:40:00,10.112.13.239,10.82.94.132,31069,443,UDP,DROP
899,2025-09-05 17:09:00,192.168.180.229,172.26.114.132,27516,443,UDP,DENY
900,2025-09-07 01:11:00,172.25.228.186,192.168.154.150,18106,3389,TCP,DENY
901,2025-09-07 14:01:00,192.168.121.191,172.29.230.59,63331,443,TCP,DENY
902,2025-09-06 16:33:00,10.119.2.224,192.168.251.11,3583,443,TCP,DROP
903,2025-09-01 02:03:00,10.220.82.106,10.209.42.75,14862,80,TCP,DROP
904,2025-09-04 03:54:00,192.168.147.37,192.168.172.252,22106,22,TCP,ALLOW
905,2025-09-01 12:46:00,10.153.163.22,10.153.150.51,31603,443,TCP,DENY
906,2025-09-06 08:13:00,172.30.0.150,192.168.84.211,27733,22,TCP,ALLOW
907,2025-09-04 22:54:00,172.20.58.209,172.16.16.156,57479,22,TCP,DENY
908,2025-09-04 16:53:00,10.142.115.124,10.169.236.66,20664,8080,UDP,ALLOW
909,2025-09-06 06:00:00,10.17.65.181,10.169.14.41,28058,3389,TCP,DENY
910,2025-09-02 15:06:00,192.168.31.234,10.141.188.21,56847,22,UDP,DENY
911,2025-09-06 14:20:00,192.168.233.107,172.30.24.93,40078,8080,UDP,ALLOW
912,2025-09-02 05:07:00,10.83.45.72,192.168.175.188,48632,443,UDP,DROP
913,2025-09-03 09:19:00,192.168.217.53,192.168.112.176,18977,8080,UDP,DROP
914,2025-09-07 01:06:00,172.17.64.174,172.26.149.42,60381,443,TCP,DENY
915,2025-09-04 15:24:00,172.17.5.188,10.106.239.33,63794,80,TCP,ALLOW
916,2025-09-03 15:52:00,10.187.139.106,10.16.225.103,27635,3389,UDP,DENY
917,2025-09-05 08:49:00,10.59.241.164,10.197.250.157,38585,22,TCP,ALLOW
918,2025-09-06 19:31:00,172.30.208.178,10.102.252.164,19531,80,UDP,DROP
919,2025-09-07 18:13:00,10.178.87.226,10.192.65.18,60029,443,TCP,DENY
920,2025-09-01 11:55:00,10.13.20.37,192.168.81.162,57075,8080,TCP,ALLOW
921,2025-09-03 14:46:00,172.22.123.54,172.20.109.152,54056,3389,TCP,DROP
922,2025-09-03 10:45:00,10.233.141.232,192.168.30.74,63301,3389,TCP,DENY
923,2025-09-01 01:21:00,10.175.177.123,10.143.189.48,41797,22,TCP,DENY
924,2025-09-01 17:27:00,172.24.125.221,172.27.254.11,3107,443,UDP,DROP
925,2025-09-03 09:57:00,10.246.7.146,192.168.8.17,54066,8080,UDP,ALLOW
926,2025-09-07 11:36:00,172.18.70.22,172.19.92.193,37475,443,TCP,DENY
927,2025-09-05 12:43:00,192.168.209.244,192.168.23.48,10762,3389,TCP,ALLOW
